identifier,word1,word2,word3
doi:10.18739/A20000151,temperature,NA,NA
doi:10.18739/A20000151,effect,NA,NA
doi:10.18739/A20000151,of,NA,NA
doi:10.18739/A20000151,d18o,NA,NA
doi:10.18739/A20000151,nao,NA,NA
doi:10.18739/A20000151,index,NA,NA
doi:10.18739/A20000151,ao,NA,NA
doi:10.18739/A20000151,index,NA,NA
doi:10.18739/A20000151,aao,NA,NA
doi:10.18739/A20000151,index,NA,NA
doi:10.18739/A20000151,pna,NA,NA
doi:10.18739/A20000151,index,NA,NA
doi:10.18739/A20000151,sea,NA,NA
doi:10.18739/A20000151,ice,NA,NA
doi:10.18739/A20000151,extent,NA,NA
doi:10.18739/A20000151,month,NA,NA
doi:10.18739/A20000151,season,NA,NA
doi:10.18739/A2086356K,depth_n,NA,NA
doi:10.18739/A2086356K,depth_n,NA,NA
doi:10.18739/A2086356K,surfacetype,NA,NA
doi:10.18739/A20V89H5P,na,NA,NA
doi:10.18739/A20V89J2P,methane,NA,NA
doi:10.18739/A20V89J2P,stable,NA,NA
doi:10.18739/A20V89J2P,carbon,NA,NA
doi:10.18739/A20V89J2P,isotope,NA,NA
doi:10.18739/A20V89J2P,standard,NA,NA
doi:10.18739/A20V89J2P,deviation,NA,NA
doi:10.18739/A20V89J2P,of,NA,NA
doi:10.18739/A20V89J2P,methane,NA,NA
doi:10.18739/A20V89J2P,stable,NA,NA
doi:10.18739/A20V89J2P,isotope,NA,NA
doi:10.18739/A20V89J2P,measurement,NA,NA
doi:10.18739/A20V89J2P,light,NA,NA
doi:10.18739/A20V89J2P,level,NA,NA
doi:10.18739/A21834279,na,NA,NA
doi:10.18739/A21G0HV2P,na,NA,NA
doi:10.18739/A21J9776B,na,NA,NA
doi:10.18739/A2251FK3B,date,NA,NA
doi:10.18739/A2251FK3B,of,NA,NA
doi:10.18739/A2251FK3B,acquired,NA,NA
doi:10.18739/A2251FK3B,data,NA,NA
doi:10.18739/A2251FK3B,precipitation,NA,NA
doi:10.18739/A2251FK3B,year,NA,NA
doi:10.18739/A2251FK3B,potential,NA,NA
doi:10.18739/A2251FK3B,evaoptranspiration,NA,NA
doi:10.18739/A23B5W79P,na,NA,NA
doi:10.18739/A23B5W875,na,NA,NA
doi:10.18739/A23R0PT35,na,NA,NA
doi:10.18739/A23R0PV05,na,NA,NA
doi:10.18739/A2416T00Z,na,NA,NA
doi:10.18739/A24746R6K,na,NA,NA
doi:10.18739/A24B2X49X,na,NA,NA
doi:10.18739/A24M91B6T,methane,NA,NA
doi:10.18739/A24M91B6T,carbon,NA,NA
doi:10.18739/A24M91B6T,stable,NA,NA
doi:10.18739/A24M91B6T,isotope,NA,NA
doi:10.18739/A24M91B6T,composition,NA,NA
doi:10.18739/A24M91B6T,standard,NA,NA
doi:10.18739/A24M91B6T,deviation,NA,NA
doi:10.18739/A24M91B6T,of,NA,NA
doi:10.18739/A24M91B6T,methane,NA,NA
doi:10.18739/A24M91B6T,stable,NA,NA
doi:10.18739/A24M91B6T,isotope,NA,NA
doi:10.18739/A24M91B6T,composition,NA,NA
doi:10.18739/A24M91B6T,light,NA,NA
doi:10.18739/A24Q7QR0V,na,NA,NA
doi:10.18739/A2513TW18,na,NA,NA
doi:10.18739/A25M6275K,na,NA,NA
doi:10.18739/A25Q4RM2M,na,NA,NA
doi:10.18739/A2610VS8W,na,NA,NA
doi:10.18739/A26H4CQ6K,na,NA,NA
doi:10.18739/A26Q1SH2V,ramet,NA,NA
doi:10.18739/A26Q1SH2V,year,NA,NA
doi:10.18739/A26Q1SH2V,fence,NA,NA
doi:10.18739/A26Q1SH2V,vegetation,NA,NA
doi:10.18739/A26Q1SH2V,type,NA,NA
doi:10.18739/A26Q1SH2V,treatment,NA,NA
doi:10.18739/A26Q1SH2V,species,NA,NA
doi:10.18739/A26Q1SH2V,ramet,NA,NA
doi:10.18739/A26Q1SH2V,mother,NA,NA
doi:10.18739/A26Q1SH2V,weight,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,1,NA,NA
doi:10.18739/A26Q1SH2V,weight,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,2,NA,NA
doi:10.18739/A26Q1SH2V,weight,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,3,NA,NA
doi:10.18739/A26Q1SH2V,weight,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,4,NA,NA
doi:10.18739/A26Q1SH2V,weight,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,5,NA,NA
doi:10.18739/A26Q1SH2V,weight,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,6,NA,NA
doi:10.18739/A26Q1SH2V,weight,NA,NA
doi:10.18739/A26Q1SH2V,mother,NA,NA
doi:10.18739/A26Q1SH2V,leaf,NA,NA
doi:10.18739/A26Q1SH2V,area,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,1,NA,NA
doi:10.18739/A26Q1SH2V,leaf,NA,NA
doi:10.18739/A26Q1SH2V,area,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,2,NA,NA
doi:10.18739/A26Q1SH2V,leaf,NA,NA
doi:10.18739/A26Q1SH2V,area,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,3,NA,NA
doi:10.18739/A26Q1SH2V,leaf,NA,NA
doi:10.18739/A26Q1SH2V,area,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,4,NA,NA
doi:10.18739/A26Q1SH2V,leaf,NA,NA
doi:10.18739/A26Q1SH2V,area,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,5,NA,NA
doi:10.18739/A26Q1SH2V,leaf,NA,NA
doi:10.18739/A26Q1SH2V,area,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,6,NA,NA
doi:10.18739/A26Q1SH2V,la,NA,NA
doi:10.18739/A26Q1SH2V,mother,NA,NA
doi:10.18739/A26Q1SH2V,number,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,1,NA,NA
doi:10.18739/A26Q1SH2V,number,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,2,NA,NA
doi:10.18739/A26Q1SH2V,number,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,3,NA,NA
doi:10.18739/A26Q1SH2V,number,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,4,NA,NA
doi:10.18739/A26Q1SH2V,number,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,5,NA,NA
doi:10.18739/A26Q1SH2V,number,NA,NA
doi:10.18739/A26Q1SH2V,daughter,NA,NA
doi:10.18739/A26Q1SH2V,6,NA,NA
doi:10.18739/A26Q1SH2V,number,NA,NA
doi:10.18739/A26T0GX06,na,NA,NA
doi:10.18739/A26T0GX1P,na,NA,NA
doi:10.18739/A2707WP0Q,na,NA,NA
doi:10.18739/A2736M31X,day,NA,NA
doi:10.18739/A2736M31X,of,NA,NA
doi:10.18739/A2736M31X,year,NA,NA
doi:10.18739/A2736M31X,for,NA,NA
doi:10.18739/A2736M31X,observation,NA,NA
doi:10.18739/A2736M31X,year,NA,NA
doi:10.18739/A2736M31X,height,NA,NA
doi:10.18739/A2736M31X,of,NA,NA
doi:10.18739/A2736M31X,sensor,NA,NA
doi:10.18739/A2736M31X,site,NA,NA
doi:10.18739/A2736M31X,unique,NA,NA
doi:10.18739/A2736M31X,identifier,NA,NA
doi:10.18739/A2736M31X,vegetation,NA,NA
doi:10.18739/A2736M31X,class,NA,NA
doi:10.18739/A2736M31X,unique,NA,NA
doi:10.18739/A2736M31X,identifier,NA,NA
doi:10.18739/A2736M31X,name,NA,NA
doi:10.18739/A2736M31X,of,NA,NA
doi:10.18739/A2736M31X,vegetation,NA,NA
doi:10.18739/A2736M31X,classification,NA,NA
doi:10.18739/A2736M31X,description,NA,NA
doi:10.18739/A2736M31X,of,NA,NA
doi:10.18739/A2736M31X,criteria,NA,NA
doi:10.18739/A2736M31X,for,NA,NA
doi:10.18739/A2736M31X,vegetation,NA,NA
doi:10.18739/A2736M31X,classification,NA,NA
doi:10.18739/A2736M31X,unique,NA,NA
doi:10.18739/A2736M31X,identifier,NA,NA
doi:10.18739/A2736M31X,of,NA,NA
doi:10.18739/A2736M31X,the,NA,NA
doi:10.18739/A2736M31X,study,NA,NA
doi:10.18739/A2736M31X,location,NA,NA
doi:10.18739/A2736M31X,vegetation,NA,NA
doi:10.18739/A2736M31X,classification,NA,NA
doi:10.18739/A2736M31X,unique,NA,NA
doi:10.18739/A2736M31X,idenfier,NA,NA
doi:10.18739/A2736M31X,day,NA,NA
doi:10.18739/A2736M31X,of,NA,NA
doi:10.18739/A2736M31X,year,NA,NA
doi:10.18739/A2736M31X,for,NA,NA
doi:10.18739/A2736M31X,observation,NA,NA
doi:10.18739/A2736M31X,year,NA,NA
doi:10.18739/A2736M31X,of,NA,NA
doi:10.18739/A2736M31X,observation,NA,NA
doi:10.18739/A2736M31X,depth,NA,NA
doi:10.18739/A2736M31X,of,NA,NA
doi:10.18739/A2736M31X,soil,NA,NA
doi:10.18739/A2736M31X,sensor,NA,NA
doi:10.18739/A2736M31X,unique,NA,NA
doi:10.18739/A2736M31X,site,NA,NA
doi:10.18739/A2736M31X,identifier,NA,NA
doi:10.18739/A2736M31X,unique,NA,NA
doi:10.18739/A2736M31X,identifier,NA,NA
doi:10.18739/A2736M31X,for,NA,NA
doi:10.18739/A2736M31X,each,NA,NA
doi:10.18739/A2736M31X,soil,NA,NA
doi:10.18739/A2736M31X,temperature,NA,NA
doi:10.18739/A2736M31X,measurement,NA,NA
doi:10.18739/A2736M31X,entry,NA,NA
doi:10.18739/A2736M31X,unique,NA,NA
doi:10.18739/A2736M31X,site,NA,NA
doi:10.18739/A2736M31X,identifier,NA,NA
doi:10.18739/A2736M31X,latitude,NA,NA
doi:10.18739/A2736M31X,longitude,NA,NA
doi:10.18739/A2736M31X,unique,NA,NA
doi:10.18739/A2736M31X,identifier,NA,NA
doi:10.18739/A2736M31X,for,NA,NA
doi:10.18739/A2736M31X,contributor,NA,NA
doi:10.18739/A2736M31X,contributor,NA,NA
doi:10.18739/A2736M31X,identifier,NA,NA
doi:10.18739/A2736M31X,citation,NA,NA
doi:10.18739/A2736M31X,information,NA,NA
doi:10.18739/A27P8TD2J,na,NA,NA
doi:10.18739/A27S7HS4C,sitetype,NA,NA
doi:10.18739/A27S7HS4C,conditionnote,NA,NA
doi:10.18739/A2833MZ38,na,NA,NA
doi:10.18739/A28911R88,na,NA,NA
doi:10.18739/A28G8FH70,na,NA,NA
doi:10.18739/A28G8FJ40,na,NA,NA
doi:10.18739/A28K74X6T,na,NA,NA
doi:10.18739/A2930NV40,na,NA,NA
doi:10.18739/A29882N5H,na,NA,NA
doi:10.18739/A29G5GD6R,na,NA,NA
doi:10.18739/A29S1KM2B,na,NA,NA
doi:10.18739/A2BG2H960,na,NA,NA
doi:10.18739/A2BK16Q5T,na,NA,NA
doi:10.18739/A2BR8MG4J,bone,NA,NA
doi:10.18739/A2BR8MG4J,element,NA,NA
doi:10.18739/A2BR8MG4J,notes,NA,NA
doi:10.18739/A2BR8MG4J,for,NA,NA
doi:10.18739/A2BR8MG4J,locality,NA,NA
doi:10.18739/A2BR8MG4J,fraction,NA,NA
doi:10.18739/A2BR8MG4J,of,NA,NA
doi:10.18739/A2BR8MG4J,collagen,NA,NA
doi:10.18739/A2BR8MG4J,more,NA,NA
doi:10.18739/A2BR8MG4J,than,NA,NA
doi:10.18739/A2BR8MG4J,30kda,NA,NA
doi:10.18739/A2CJ87K8H,na,NA,NA
doi:10.18739/A2CN6Z02Z,na,NA,NA
doi:10.18739/A2CV4BR73,na,NA,NA
doi:10.18739/A2D21RJ45,na,NA,NA
doi:10.18739/A2DF6K36X,na,NA,NA
doi:10.18739/A2DJ58H67,na,NA,NA
doi:10.18739/A2FJ29C9G,na,NA,NA
doi:10.18739/A2G15TB43,na,NA,NA
doi:10.18739/A2GB1XH9K,na,NA,NA
doi:10.18739/A2GM81P1M,iodine,NA,NA
doi:10.18739/A2GM81P1M,mole,NA,NA
doi:10.18739/A2GM81P1M,fraction,NA,NA
doi:10.18739/A2GM81P1M,iodine,NA,NA
doi:10.18739/A2GM81P1M,monobromide,NA,NA
doi:10.18739/A2GM81P1M,hypobromous,NA,NA
doi:10.18739/A2GM81P1M,acid,NA,NA
doi:10.18739/A2GM81P1M,signal,NA,NA
doi:10.18739/A2GM81P1M,of,NA,NA
doi:10.18739/A2GM81P1M,m,NA,NA
doi:10.18739/A2GM81P1M,z,NA,NA
doi:10.18739/A2GM81P1M,223,NA,NA
doi:10.18739/A2GM81P1M,signal,NA,NA
doi:10.18739/A2GM81P1M,of,NA,NA
doi:10.18739/A2GM81P1M,m,NA,NA
doi:10.18739/A2GM81P1M,z,NA,NA
doi:10.18739/A2GM81P1M,223,NA,NA
doi:10.18739/A2GM81P1M,signal,NA,NA
doi:10.18739/A2GM81P1M,of,NA,NA
doi:10.18739/A2GM81P1M,m,NA,NA
doi:10.18739/A2GM81P1M,z,NA,NA
doi:10.18739/A2GM81P1M,179,NA,NA
doi:10.18739/A2GM81P1M,signal,NA,NA
doi:10.18739/A2GM81P1M,of,NA,NA
doi:10.18739/A2GM81P1M,m,NA,NA
doi:10.18739/A2GM81P1M,z,NA,NA
doi:10.18739/A2GM81P1M,181,NA,NA
doi:10.18739/A2GM81P1M,signal,NA,NA
doi:10.18739/A2GM81P1M,of,NA,NA
doi:10.18739/A2GM81P1M,m,NA,NA
doi:10.18739/A2GM81P1M,z,NA,NA
doi:10.18739/A2GM81P1M,271,NA,NA
doi:10.18739/A2GM81P1M,iodine,NA,NA
doi:10.18739/A2GM81P1M,mole,NA,NA
doi:10.18739/A2GM81P1M,fraction,NA,NA
doi:10.18739/A2H12V75T,na,NA,NA
doi:10.18739/A2H41JM7N,node,NA,NA
doi:10.18739/A2H41JM7N,station,NA,NA
doi:10.18739/A2H41JM7N,type,NA,NA
doi:10.18739/A2H41JM7N,category,NA,NA
doi:10.18739/A2HT2GC50,na,NA,NA
doi:10.18739/A2J09W45H,core,NA,NA
doi:10.18739/A2J09W45H,identification,NA,NA
doi:10.18739/A2J09W45H,top,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,bottom,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,gas,NA,NA
doi:10.18739/A2J09W45H,age,NA,NA
doi:10.18739/A2J09W45H,ethane,NA,NA
doi:10.18739/A2J09W45H,error,NA,NA
doi:10.18739/A2J09W45H,ice,NA,NA
doi:10.18739/A2J09W45H,core,NA,NA
doi:10.18739/A2J09W45H,site,NA,NA
doi:10.18739/A2J09W45H,top,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,bottom,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,gas,NA,NA
doi:10.18739/A2J09W45H,age,NA,NA
doi:10.18739/A2J09W45H,of,NA,NA
doi:10.18739/A2J09W45H,sample,NA,NA
doi:10.18739/A2J09W45H,gas,NA,NA
doi:10.18739/A2J09W45H,age,NA,NA
doi:10.18739/A2J09W45H,in,NA,NA
doi:10.18739/A2J09W45H,calendar,NA,NA
doi:10.18739/A2J09W45H,year,NA,NA
doi:10.18739/A2J09W45H,ethane,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,acetylene,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,acetylene,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,error,NA,NA
doi:10.18739/A2J09W45H,ethane,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,error,NA,NA
doi:10.18739/A2J09W45H,solubility,NA,NA
doi:10.18739/A2J09W45H,corrected,NA,NA
doi:10.18739/A2J09W45H,acetylene,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,core,NA,NA
doi:10.18739/A2J09W45H,identification,NA,NA
doi:10.18739/A2J09W45H,top,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,bottom,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,gas,NA,NA
doi:10.18739/A2J09W45H,age,NA,NA
doi:10.18739/A2J09W45H,ethane,NA,NA
doi:10.18739/A2J09W45H,error,NA,NA
doi:10.18739/A2J09W45H,ice,NA,NA
doi:10.18739/A2J09W45H,core,NA,NA
doi:10.18739/A2J09W45H,site,NA,NA
doi:10.18739/A2J09W45H,top,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,bottom,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,gas,NA,NA
doi:10.18739/A2J09W45H,age,NA,NA
doi:10.18739/A2J09W45H,of,NA,NA
doi:10.18739/A2J09W45H,sample,NA,NA
doi:10.18739/A2J09W45H,gas,NA,NA
doi:10.18739/A2J09W45H,age,NA,NA
doi:10.18739/A2J09W45H,in,NA,NA
doi:10.18739/A2J09W45H,calendar,NA,NA
doi:10.18739/A2J09W45H,year,NA,NA
doi:10.18739/A2J09W45H,ethane,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,acetylene,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,acetylene,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,error,NA,NA
doi:10.18739/A2J09W45H,ethane,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,error,NA,NA
doi:10.18739/A2J09W45H,solubility,NA,NA
doi:10.18739/A2J09W45H,corrected,NA,NA
doi:10.18739/A2J09W45H,acetylene,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,core,NA,NA
doi:10.18739/A2J09W45H,identification,NA,NA
doi:10.18739/A2J09W45H,top,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,bottom,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,gas,NA,NA
doi:10.18739/A2J09W45H,age,NA,NA
doi:10.18739/A2J09W45H,ethane,NA,NA
doi:10.18739/A2J09W45H,error,NA,NA
doi:10.18739/A2J09W45H,ice,NA,NA
doi:10.18739/A2J09W45H,core,NA,NA
doi:10.18739/A2J09W45H,site,NA,NA
doi:10.18739/A2J09W45H,top,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,bottom,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,gas,NA,NA
doi:10.18739/A2J09W45H,age,NA,NA
doi:10.18739/A2J09W45H,of,NA,NA
doi:10.18739/A2J09W45H,sample,NA,NA
doi:10.18739/A2J09W45H,gas,NA,NA
doi:10.18739/A2J09W45H,age,NA,NA
doi:10.18739/A2J09W45H,in,NA,NA
doi:10.18739/A2J09W45H,calendar,NA,NA
doi:10.18739/A2J09W45H,year,NA,NA
doi:10.18739/A2J09W45H,ethane,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,acetylene,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,acetylene,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,error,NA,NA
doi:10.18739/A2J09W45H,ethane,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,error,NA,NA
doi:10.18739/A2J09W45H,solubility,NA,NA
doi:10.18739/A2J09W45H,corrected,NA,NA
doi:10.18739/A2J09W45H,acetylene,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,core,NA,NA
doi:10.18739/A2J09W45H,identification,NA,NA
doi:10.18739/A2J09W45H,top,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,bottom,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,gas,NA,NA
doi:10.18739/A2J09W45H,age,NA,NA
doi:10.18739/A2J09W45H,ethane,NA,NA
doi:10.18739/A2J09W45H,error,NA,NA
doi:10.18739/A2J09W45H,ice,NA,NA
doi:10.18739/A2J09W45H,core,NA,NA
doi:10.18739/A2J09W45H,site,NA,NA
doi:10.18739/A2J09W45H,top,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,bottom,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,gas,NA,NA
doi:10.18739/A2J09W45H,age,NA,NA
doi:10.18739/A2J09W45H,of,NA,NA
doi:10.18739/A2J09W45H,sample,NA,NA
doi:10.18739/A2J09W45H,gas,NA,NA
doi:10.18739/A2J09W45H,age,NA,NA
doi:10.18739/A2J09W45H,in,NA,NA
doi:10.18739/A2J09W45H,calendar,NA,NA
doi:10.18739/A2J09W45H,year,NA,NA
doi:10.18739/A2J09W45H,ethane,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,acetylene,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,acetylene,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,error,NA,NA
doi:10.18739/A2J09W45H,ethane,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,error,NA,NA
doi:10.18739/A2J09W45H,solubility,NA,NA
doi:10.18739/A2J09W45H,corrected,NA,NA
doi:10.18739/A2J09W45H,acetylene,NA,NA
doi:10.18739/A2J09W45H,mixing,NA,NA
doi:10.18739/A2J09W45H,ratio,NA,NA
doi:10.18739/A2J09W45H,core,NA,NA
doi:10.18739/A2J09W45H,identification,NA,NA
doi:10.18739/A2J09W45H,top,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,bottom,NA,NA
doi:10.18739/A2J09W45H,depth,NA,NA
doi:10.18739/A2J09W45H,gas,NA,NA
doi:10.18739/A2J09W45H,age,NA,NA
doi:10.18739/A2J09W45H,ethane,NA,NA
doi:10.18739/A2J09W45H,error,NA,NA
doi:10.18739/A2J09W45H,ice,NA,NA
doi:10.18739/A2J09W45H,core,NA,NA
