word1,word2,n,unique_ids,unique_authors
total_conn,surf_geol,3,1,1
up_conn,down_conn,3,1,1
vegetation,classification,3,1,1
zone,catch_id,3,1,1
223,signal,2,1,1
acid,concentration,2,1,1
azimuth,katabatic,2,1,1
basal,melt,2,1,1
classification,unique,2,1,1
column,latitude,2,2,2
concentration,ammonia,2,1,1
current,heading,2,1,1
current,speed,2,1,1
date,ease,2,2,2
depth,ghaas,2,2,2
depth,speed,2,1,1
deviation,wind,2,1,1
eastward,velocity,2,1,1
effect,residual,2,1,1
flag,station,2,1,1
grid,column,2,2,2
grid,row,2,2,2
heading,northward,2,1,1
hydconn,fid,2,1,1
ice,temperature,2,1,1
id,basin,2,2,2
id,date,2,2,2
id,latitude,2,2,2
iodine,mole,2,1,1
isotope,composition,2,1,1
katabatic,deviation,2,1,1
longitude,soil,2,2,2
mole,fraction,2,1,1
nitrate,nitrite,2,1,1
nitric,acid,2,1,1
nitrite,concentration,2,1,1
northward,velocity,2,1,1
pctlakeare,up_conn,2,1,1
phosphate,concentration,2,1,1
pressure,depth,2,1,1
priority,station,2,2,1
recorded,current,2,1,1
row,ease,2,2,2
silicate,concentration,2,1,1
site,identifier,2,1,1
site,station,2,1,1
soil,depth,2,2,2
sound,specific,2,1,1
speed,air,2,1,1
speed,current,2,1,1
standard,deviation,2,2,1
timestamp,flow,2,1,1
totallakes,pctlakeare,2,1,1
unique,site,2,1,1
velocity,eastward,2,1,1
wave,period,2,1,1
wind,azimuth,2,1,1
wind,speed,2,1,1
1,10,1,1,1
1,leaf,1,1,1
1,weight,1,1,1
10,wave,1,1,1
179,signal,1,1,1
18,notes,1,1,1
181,signal,1,1,1
2,leaf,1,1,1
2,weight,1,1,1
271,iodine,1,1,1
3,leaf,1,1,1
3,weight,1,1,1
4,leaf,1,1,1
4,weight,1,1,1
5,leaf,1,1,1
5,weight,1,1,1
6,la,1,1,1
6,weight,1,1,1
aao,index,1,1,1
acid,signal,1,1,1
acquired,data,1,1,1
ao,index,1,1,1
applicable,range,1,1,1
apres,derived,1,1,1
average,wave,1,1,1
bearing,notes,1,1,1
bone,element,1,1,1
bounding,boxes,1,1,1
boxes,site,1,1,1
calibrated,pressure,1,1,1
carbon,data,1,1,1
carbon,gas,1,1,1
carbon,isotope,1,1,1
carbon,stable,1,1,1
chemistry,unit,1,1,1
citation,information,1,1,1
class,unique,1,1,1
classification,description,1,1,1
collected,flag,1,1,1
collected,pigment,1,1,1
collected,raw,1,1,1
composition,light,1,1,1
composition,standard,1,1,1
concentration,collection,1,1,1
concentration,nitric,1,1,1
concentration,salinity,1,1,1
concentration,station,1,1,1
conductivity,conductivity,1,1,1
conductivity,salinity,1,1,1
conductivity,station,1,1,1
conductivity,temperature,1,1,1
contributor,contributor,1,1,1
contributor,identifier,1,1,1
d18o,hourly,1,1,1
d18o,month,1,1,1
d18o,nao,1,1,1
daily,rainfall,1,1,1
data,precipitation,1,1,1
data,station,1,1,1
date,wind,1,1,1
datetime,air,1,1,1
datetime,wind,1,1,1
day,total,1,1,1
day,water,1,1,1
day,week,1,1,1
delta,oxygen,1,1,1
deployed,date,1,1,1
depth,phycoerythrin,1,1,1
depth,significant,1,1,1
depth_n,depth_n,1,1,1
depth_n,surfacetype,1,1,1
derived,basal,1,1,1
detection,limit,1,1,1
dissolved,organic,1,1,1
ecosystem,production,1,1,1
efficient,site,1,1,1
element,notes,1,1,1
energy,notes,1,1,1
entry,unique,1,1,1
extent,month,1,1,1
fence,vegetation,1,1,1
flag,collection,1,1,1
flag,nitrogen,1,1,1
flag,temperature,1,1,1
flow,rate,1,1,1
flow,setting,1,1,1
fraction,iodine,1,1,1
gas,transfer,1,1,1
habitat,freshwater,1,1,1
height,wave,1,1,1
hour,julian,1,1,1
hourly,timeblock,1,1,1
hypobromous,acid,1,1,1
ice,extent,1,1,1
ice,residual,1,1,1
ice,terms,1,1,1
idenfier,day,1,1,1
identification,ice,1,1,1
identifier,citation,1,1,1
identifier,latitude,1,1,1
identifier,unique,1,1,1
identifier,vegetation,1,1,1
index,aao,1,1,1
index,ao,1,1,1
index,pna,1,1,1
index,sea,1,1,1
iodine,monobromide,1,1,1
isotope,measurement,1,1,1
isotope,standard,1,1,1
la,mother,1,1,1
latitude,station,1,1,1
light,level,1,1,1
limit,applicable,1,1,1
locality,fraction,1,1,1
location,vegetation,1,1,1
longitude,latitude,1,1,1
longitude,unique,1,1,1
longitude,water,1,1,1
lost,porewater,1,1,1
measurement,entry,1,1,1
measurement,light,1,1,1
methane,carbon,1,1,1
method,habitat,1,1,1
monobromide,hypobromous,1,1,1
mother,leaf,1,1,1
mother,weight,1,1,1
nao,index,1,1,1
nav,terms,1,1,1
net,ecosystem,1,1,1
nitrogen,data,1,1,1
observation,depth,1,1,1
observation,month,1,1,1
organic,carbon,1,1,1
oxygen,18,1,1,1
period,1,1,1,1
period,average,1,1,1
phycoerythrin,concentration,1,1,1
pna,index,1,1,1
porewater,volume,1,1,1
position,carbon,1,1,1
position,delta,1,1,1
position,depth,1,1,1
position,flag,1,1,1
position,julian,1,1,1
potential,evaoptranspiration,1,1,1
precision,data,1,1,1
priority,chemistry,1,1,1
rainfall,latitude,1,1,1
ramet,mother,1,1,1
range,sample,1,1,1
rate,timestamp,1,1,1
raw,voltage,1,1,1
rbr,serial,1,1,1
reaction,wavelength,1,1,1
recorded,data,1,1,1
recorded,instrument,1,1,1
recorded,pressure,1,1,1
recorded,speed,1,1,1
recorded,station,1,1,1
recorded,water,1,1,1
redox,mv,1,1,1
retrieved,rbr,1,1,1
saline,site,1,1,1
salinity,data,1,1,1
salinity,specific,1,1,1
sample,precision,1,1,1
sea,ice,1,1,1
season,datetime,1,1,1
sensor,site,1,1,1
sensor,unique,1,1,1
setting,datetime,1,1,1
ship,identification,1,1,1
significant,wave,1,1,1
site,description,1,1,1
site,unique,1,1,1
sitetype,conditionnote,1,1,1
slope,notes,1,1,1
soil,sensor,1,1,1
soil,temperature,1,1,1
sound,station,1,1,1
species,ramet,1,1,1
speed,velocity,1,1,1
stable,carbon,1,1,1
station,type,1,1,1
study,location,1,1,1
surface,melt,1,1,1
tcm,serial,1,1,1
temperature,data,1,1,1
temperature,measurement,1,1,1
temperature,net,1,1,1
temperature,notes,1,1,1
terms,nav,1,1,1
terms,url,1,1,1
tidal,slope,1,1,1
time,bearing,1,1,1
time,collected,1,1,1
time,deployed,1,1,1
time,depth,1,1,1
time,latitude,1,1,1
time,retrieved,1,1,1
time,tidal,1,1,1
timeblock,date,1,1,1
total,daily,1,1,1
totallakes,up_conn,1,1,1
treatment,species,1,1,1
type,category,1,1,1
type,data,1,1,1
type,longitude,1,1,1
type,treatment,1,1,1
uncertainty,apres,1,1,1
uncertainty,surface,1,1,1
unique,idenfier,1,1,1
unit,reaction,1,1,1
vegetation,class,1,1,1
vegetation,type,1,1,1
velocity,data,1,1,1
velocity,speed,1,1,1
velocity,station,1,1,1
voltage,station,1,1,1
volume,data,1,1,1
water,temperature,1,1,1
wave,energy,1,1,1
wave,height,1,1,1
wavelength,detection,1,1,1
weight,mother,1,1,1
